Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
461,"By the way, Ross dropped by a box of your stuff.",Monica,neutral,neutral,43,2,3,19,"00:21:41,258","00:21:43,718"
462,"Oh, well, I guess I had that one coming.",Rachel,neutral,neutral,43,3,3,19,"00:21:43,927","00:21:47,221"
463,"I?m just gonna throw it out, it?s probably just a bunch of shampoo and...",Rachel,neutral,neutral,43,4,3,19,"00:21:47,723","00:21:51,392"
466,"And then, and then you said that thing about, about bringing the Mesozoic era in the 21st century.",Charlie,neutral,neutral,44,0,9,23,"00:18:57,761","00:19:05,560"
471,"Dude, I am sorry about what I said!",Joey,sadness,negative,45,0,4,18,"00:16:58,976","00:17:01,936"
472,"No, no, you?re right, it is a ridiculous name!",Chandler,disgust,negative,45,1,4,18,"00:17:02,104","00:17:05,106"
473,It?s not that bad.,Joey,neutral,neutral,45,2,4,18,"00:17:05,983","00:17:08,609"
474,"Yes it is! From now on, I have no first name.",Chandler,anger,negative,45,3,4,18,"00:17:09,361","00:17:12,321"
475,"So, you?re just Bing?",Joey,neutral,neutral,45,4,4,18,"00:17:13,198","00:17:16,451"
477,"What? Ace is high! Jack, queen, king, ace!",Joey,surprise,negative,46,1,4,19,"00:12:43,095","00:12:46,264"
478,"No! Ace is low! Ace, two, three, four!",Monica,anger,negative,46,2,4,19,"00:12:46,432","00:12:49,184"
479,I don?t know. Ooh! Ooh! Look it!  Ah-ha!,Phoebe,surprise,positive,46,3,4,19,"00:12:56,942","00:13:04,073"
482,Come on apartment! Come on apartment!  Oh! I know queen is high!,Rachel,anger,negative,46,6,4,19,"00:13:11,332","00:13:19,589"
483,"Uh-huh, not as high as? It worked! King!",Joey,surprise,positive,46,7,4,19,"00:13:19,757","00:13:23,802"
488,Tickets please!  That?s courtside baby!,Chandler,joy,positive,46,12,4,19,"00:13:32,561","00:13:39,317"
489,"Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!",Joey,surprise,negative,46,13,4,19,"00:13:39,485","00:13:49,619"
491,"You know, I don't think we brought enough stuff. Did you forget to pack the baby's anvil?",Chandler,neutral,neutral,47,0,2,6,"00:06:09,327","00:06:13,747"
493,"It's a known fact that women love babies, all right?",Joey,neutral,neutral,47,2,2,6,"00:06:16,167","00:06:19,252"
498,"No, no wait, for get them, we got one, hard left.",Joey,joy,positive,47,7,2,6,"00:06:28,346","00:06:31,765"
504,"Well, don't, don't think me immodest, but, me?",Chandler,surprise,positive,47,13,2,6,"00:06:43,820","00:06:48,281"
506,"Oh, yeah. He's got that great baby smell. Get a whiff of his head.",Joey,joy,positive,47,15,2,6,"00:06:55,832","00:06:59,126"
508,"Well, we are great guys.",Chandler,neutral,neutral,47,17,2,6,"00:07:07,552","00:07:09,928"
511,"I mean technically it?s-it?s not against the rules or anything, but it is frowned upon.",Ross,neutral,neutral,49,1,6,18,"00:12:58,027","00:13:02,197"
512,"Especially by that professor we ran into last night, Judgey von Holierthanthou.",Ross,anger,negative,49,2,6,18,"00:13:02,364","00:13:06,951"
513,"Well Ross, you be careful now. You don?t want to get a reputation as y?know Professor McNailshisstudents.",Monica,joy,positive,49,3,6,18,"00:13:10,039","00:13:15,001"
517,"What people think or how you feel, huh?",Joey,neutral,neutral,49,7,6,18,"0:13:22,677","0:13:25,161"
521,"Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?",Joey,neutral,neutral,49,11,6,18,"00:13:36,482","00:13:40,235"
524,"Hey, relax I just need more time. We?re going to dinner tonight.",Chandler,neutral,neutral,49,14,6,18,"00:13:42,988","00:13:45,448"
527,"Uh, Dana Keystone from college.",Chandler,neutral,neutral,49,17,6,18,"00:13:49,328","00:13:52,413"
528,Oh yeah! Wasn?t she uh,Ross,surprise,positive,49,18,6,18,"00:13:52,581","00:13:55,708"
532,"Morning! Hey, how?s my favorite genius and my little robot buddy?!",Joey,joy,positive,50,0,6,21,"00:14:11,308","00:14:15,436"
536,"Umm, all right Wayne, level with me.",Joey,neutral,neutral,50,4,6,21,"00:14:19,859","00:14:24,279"
538,I-I keep hearing all these rumors that I might get fired.,Joey,fear,negative,50,5,6,21,"00:14:19,859","00:14:24,279"
539,"Okay, they even have actors coming in to read for my part!",Joey,fear,negative,50,6,6,21,"00:14:24,446","00:14:27,657"
540,"Come on man, you-you got to give me a second chance!",Joey,sadness,negative,50,7,6,21,"00:14:27,825","00:14:30,326"
543,"Okay, that?s why you didn?t want me to touch him right?",Joey,surprise,negative,50,10,6,21,"0:14:33,706","0:14:36,292"
551,"Hi. Look um, about what happened earlier...",Rachel,sadness,negative,51,1,3,15,"00:11:10,086","00:11:14,839"
552,"No, hey, well, I-I completely understand. You were, you were stressed.",Ross,neutral,neutral,51,2,3,15,"00:11:15,007","00:11:18,927"
553,I was gonna give you a chance to apologise to me.,Rachel,disgust,negative,51,3,3,15,"00:11:22,431","00:11:25,433"
554,For what? For letting you throw me out of your office?,Ross,anger,negative,51,4,3,15,"00:11:26,018","00:11:28,645"
556,"Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.",Ross,anger,negative,51,6,3,15,"00:11:40,616","00:11:45,745"
557,"But I told you, I didn?t have the time!",Rachel,anger,negative,51,7,3,15,"00:11:47,206","00:11:49,958"
558,"Yeah, well you never have the time. I mean, I don?t feel like I even have a girlfriend anymore, Rachel.",Ross,anger,negative,51,8,3,15,"00:11:50,126","00:11:54,587"
560,"You want me, you want me to quit my job so you can feel like you have a girlfriend?",Rachel,anger,negative,51,10,3,15,"00:11:56,590","00:11:59,467"
565,"Okay, but wouldn?t it be easier if you had to tell me something that you could tell me.",Monica,neutral,neutral,52,4,3,21,"00:13:02,490","00:13:13,917"
566,"Well, sure in a perfect world. But, no, I promised I wouldn?t tell, and I swore to like all my gods.",Phoebe,neutral,neutral,52,5,3,21,"00:13:06,202","00:13:13,917"
567,Okay. Does it have to do with Ross and Rachel?,Monica,neutral,neutral,52,6,3,21,"00:13:15,544","00:13:18,922"
571,Does it have to do with-with Chandler and that sock that he keeps by his bed?,Monica,neutral,neutral,52,10,3,21,"00:13:22,676","00:13:26,262"
575,"Actually, I?m not here to complement the chef.",Richard,neutral,neutral,53,2,6,24,"00:20:47,371","00:20:49,747"
576,"Ohh? Oh, that?s okay I hate when people come back to complement the chef.",Monica,neutral,neutral,53,3,6,24,"00:20:49,915","00:20:53,459"
577,Like I have nothing better to do!,Monica,neutral,neutral,53,4,6,24,"00:20:53,627","00:20:56,045"
579,"Well, it was great seeing you the other night.",Richard,joy,positive,53,6,6,24,"00:20:58,674","00:21:01,384"
580,"Oh, good to see you too. Did you come down here to tell me that?",Monica,neutral,neutral,53,7,6,24,"00:21:01,551","00:21:10,434"
581,No! I came here to tell you something else.  I came here  to tell you I still love you.,Richard,joy,positive,53,8,6,24,"00:21:06,932","00:21:15,481"
582,"One pregnant woman at a time, please! I just want you to be okay.",Joey,disgust,negative,54,0,8,10,"00:19:18,574","00:19:27,123"
583,So forcing her to marry Bobby is gonna make that happen?,Rachel,sadness,negative,54,1,8,10,"00:19:27,291","00:19:29,876"
584,"Maybe!  Well! Well?so-so uh, what kind of music does Numb Nuts?Oh forget it! I can?t!",Joey,anger,negative,54,2,8,10,"00:19:30,043","00:19:40,803"
585,"Joey, I am scared to death about this.",Dina,fear,negative,54,3,8,10,"00:19:40,971","00:19:43,764"
586,"But I really think I can do it, I?m just gonna need some help.",Dina,fear,negative,54,4,8,10,"00:19:43,932","00:19:46,642"
587,And Bobby?s gonna be here the whole time.,Dina,neutral,neutral,54,5,8,10,"00:19:46,810","00:19:50,771"
588,"You bet I am!  And to answer your earlier question, we?re straight-up gangster rap.",Bobby,joy,positive,54,6,8,10,"00:19:50,939","00:19:55,943"
589,"Look, Rachel?s told me how much easier you?ve made all this on her. Why can?t you do that for me?",Dina,anger,negative,54,7,8,10,"00:19:59,698","00:20:07,445"
592,"I mean, you?re my favorite guy in the whole world.",Dina,neutral,neutral,54,10,8,10,"00:20:11,418","00:20:14,670"
593,I?m not even scared to tell mom and dad.,Dina,neutral,neutral,54,11,8,10,"0:20:14,838","0:20:17,174"
594,I was scared of telling you.,Dina,fear,negative,54,12,8,10,"0:20:17,174","0:20:20,476"
595,"Well I?d be scared of them, but all right.",Joey,fear,negative,54,13,8,10,"00:20:21,261","00:20:24,138"
596,"Joey, I can?t stand the thought of having this baby with you mad at me.",Dina,sadness,negative,54,14,8,10,"00:20:24,306","00:20:28,809"
597,I want him to have his uncle.,Dina,sadness,negative,54,15,8,10,"00:20:28,977","00:20:31,938"
598,Is my baby gonna have his Uncle Joey?,Dina,sadness,negative,54,16,8,10,"00:20:32,105","00:20:34,523"
599,Of course he?s gonna have his Uncle Joey!,Joey,joy,positive,54,17,8,10,"00:20:36,860","00:20:40,655"
600,"We?re gonna be all right. I mean, even if we?re not married this baby is gonna be so loved. Not just by us.",Dina,joy,positive,54,18,8,10,"00:20:41,281","00:20:56,712"
603,"Okay Bobby, why don?t we just come over here and let them have a little moment.",Rachel,neutral,neutral,54,21,8,10,"0:20:59,466","0:21:03,179"
605,No! Seriously! What?s wrong with you?!,Rachel,anger,negative,54,23,8,10,"00:21:12,396","00:21:15,106"
606,I had a really nice time tonight.,Danny,joy,positive,55,0,5,10,"00:10:50,608","00:10:53,443"
607,So did I. I'm really glad Monica asked us out.,Rachel,joy,positive,55,1,5,10,"00:10:53,611","00:10:56,738"
608,"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",Danny,neutral,neutral,55,2,5,10,"00:11:05,373","00:11:14,381"
609,You're sister? You're sister's asleep on the couch?  Ohhh! I saw,Rachel,surprise,positive,55,3,5,10,"00:11:12,129","00:11:20,720"
612,"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",Krista,surprise,positive,55,6,5,10,"00:11:26,727","00:11:34,275"
622,"Uh, it was very nice meeting you.",Rachel,neutral,neutral,55,16,5,10,"00:11:50,292","00:11:52,502"
623,"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",Chandler,surprise,positive,56,0,1,7,"00:02:19,472","00:02:24,643"
625,"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!",Chandler,surprise,positive,56,2,1,7,"00:02:24,894","00:02:33,527"
626,"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",Jill,neutral,neutral,56,3,1,7,"00:02:42,996","00:02:46,874"
627,Jill says vestibule... I'm going with vestibule.,Chandler,neutral,neutral,56,4,1,7,"00:02:47,125","00:02:51,503"
628,"I'm fine. No, I'm not alone... I don't know, some guy.",Jill,neutral,neutral,56,5,1,7,"00:02:52,380","00:02:57,718"
629,"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",Chandler,joy,positive,56,6,1,7,"00:02:57,969","00:03:08,103"
632,"Og-ee-op, I?m not asking for me, I?m? I mean? No, I?m-I?m not gay, I?m not asking you out.",Chandler,fear,negative,57,2,4,10,"00:05:21,362","00:05:28,869"
633,I?m not-I?m not-I?m not gay!,Chandler,fear,negative,57,3,4,10,"00:05:27,201","00:05:33,040"
634,Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,Phoebe,neutral,neutral,58,0,4,13,"00:02:32,861","00:02:38,407"
638,"Umm, excuse me, we switched apartments. You can?t eat are food anymore, that-that gravy train had ended.",Monica,anger,negative,58,4,4,13,"00:02:45,248","00:02:51,044"
640,If you have the big apartment you have to deal with people coming over all the time.,Monica,neutral,neutral,58,6,4,13,"00:02:54,299","00:02:57,467"
641,"That fridge has got to be stocked, okay, that?s your department now.",Monica,neutral,neutral,58,7,4,13,"00:02:57,635","00:03:00,721"
643,I think I left a donut up here.,Joey,neutral,neutral,58,9,4,13,"0:03:05,602","0:03:08,138"
644,"So, in conclusion, the lines all go up , so I?m happy.",Doug,neutral,neutral,59,0,3,24,"00:20:58,548","00:21:03,552"
656,"Oh, excuse me. I forgot my briefcase y'know, by accident.",Stevens,neutral,neutral,61,0,3,24,"00:21:20,988","00:21:26,200"
660,You?re not feeling left out or anything are ya?,Doug,neutral,neutral,61,4,3,24,"00:21:35,043","00:21:41,465"
661,"No. No, not at all, that?s-that?s ridiculous.",Chandler,sadness,negative,61,5,3,24,"00:21:38,880","00:21:41,465"
662,"Everybody else got one, and you want one too. Don?t you?",Doug,joy,positive,61,6,3,24,"00:21:41,675","00:21:44,885"
666,Hey! How?s my pal Toby doing today?,Bob,joy,positive,62,1,8,5,"00:07:23,484","00:07:26,736"
667,"If I see him, I?ll ask.",Chandler,neutral,neutral,62,2,8,5,"00:07:26,904","00:07:29,364"
672,We?re on a semi-first name basis.,Chandler,neutral,neutral,62,7,8,5,"00:07:38,666","00:07:41,126"
674,"Bob? Ooh, working here with us? Everyday? Yeah, I don?t know if he has what it takes.",Chandler,surprise,negative,62,9,8,5,"00:07:44,005","00:07:51,761"
675,Really? They love him down on six.,Mr. Franklin,surprise,negative,62,10,8,5,"00:07:51,929","00:07:55,807"
676,But this is eleven. It?s almost twice as hard up here.,Chandler,neutral,neutral,62,11,8,5,"00:07:56,601","00:08:04,024"
678,A freakish thin date with a hanger for her head?,Chandler,neutral,neutral,63,1,7,20,"00:09:58,014","00:10:07,772"
679,"No. Rachel hooked me up with a tux! But not just any tux, Batman?s tux!",Ross,joy,positive,63,2,7,20,"00:10:01,851","00:10:07,772"
681,That?s right! Made expressly for Val Kilmer and worn by him in the hit film?that Batman film he was in.,Ross,joy,positive,63,4,7,20,"00:10:08,441","00:10:17,699"
682,You can?t wear that! I?m wearing the famous tux! James Bond?s tux!,Chandler,anger,negative,63,5,7,20,"00:10:18,367","00:10:22,495"
684,So?If you wear that you?ll make mine less special.,Chandler,sadness,negative,63,7,7,20,"00:10:22,663","00:10:26,416"
685,"Sorry, I just don?t like the idea of when I say ""I do,"" he?s thinking, ""Yeah, I?d do her too!""",Chandler,anger,negative,64,0,7,16,"00:02:15,301","00:02:20,180"
689,"Well, we?re trying to find someone to perform our wedding and they?re all either boring or annoying or y?know, can?t stop staring at the ladies.",Monica,neutral,neutral,64,4,7,16,"00:02:25,562","00:02:32,359"
692,No! No! It?s-it?s uh a real thing! Anyone can get ordained on the Internet and perform like weddings and stuff!,Phoebe,joy,positive,64,7,7,16,"00:02:41,995","00:02:47,833"
697,Guys thank you very much but neither of you is marrying us.,Chandler,neutral,neutral,64,10,7,16,"00:02:52,797","00:02:56,133"
699,"We are going to have a legitimate member of the clergy! And when I say legitimate I mean, gay and in control of his saliva!",Chandler,neutral,neutral,64,12,7,16,"00:03:02,348","00:03:07,811"
700,"See, I see.... big passion in your future.",Ross,joy,positive,65,0,1,7,"00:08:11,240","00:08:15,702"
703,"Oh Ross, you're so great. [she playfully rubs his head and gets up]",Rachel,joy,positive,65,3,1,7,"00:08:19,790","00:08:34,554"
706,"That was supposed to be a good thing, I forget why.",Phoebe,neutral,neutral,66,1,3,6,"00:14:22,611","00:14:25,947"
707,"Just listen, Monica, I, do you know, okay, do you know, I couldn?t sleep for like a month because I got like a dot of ink on one of the sofa cushions.",Phoebe,neutral,neutral,66,2,3,6,"00:14:28,117","00:14:35,623"
708,"Well, you-you coulda just turned the cushion over.",Monica,neutral,neutral,66,3,3,6,"00:14:36,166","00:14:38,459"
709,"Yeah, I would?ve except I had a big spaghetti stain on the other side.",Phoebe,neutral,neutral,66,4,3,6,"00:14:38,669","00:14:41,661"
711,"Okay, this is what I?m talking about, this. I-I need to live in a land where people can spill.",Phoebe,neutral,neutral,66,6,3,6,"00:14:43,257","00:14:48,761"
712,You can spill. In the sink.,Monica,neutral,neutral,66,7,3,6,"00:14:50,055","00:14:53,641"
713,"Aw, honey it?s not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I don?t see that happening.",Phoebe,sadness,negative,66,8,3,6,"00:14:58,939","00:15:04,819"
717,"No you?re not, you?re wondering which cushion it is.",Phoebe,neutral,neutral,66,12,3,6,"00:15:17,791","00:15:20,460"
720,I would love to live with you Ross.. that?s-that?s great! Thank you!,Rachel,joy,positive,67,2,6,3,"00:08:15,369","00:08:18,413"
721,"Well, I?m-I?m just glad I could, y?know, help you out.",Ross,neutral,neutral,67,3,6,3,"00:08:18,581","00:08:20,957"
723,"Ross-Ross, you have no idea what this means to me!",Rachel,joy,positive,67,5,6,3,"00:08:30,259","00:08:32,594"
727,"Hero, I uh, I don?t know?well, all right.",Ross,neutral,neutral,67,9,6,3,"00:08:38,476","00:08:41,019"
728,"Oh, I have to go tell Monica what a wonderful brother she has!",Rachel,joy,positive,67,10,6,3,"00:08:41,938","00:08:45,732"
729,"Oh please!   You?re gonna say things now, aren?t ya?",Ross,joy,positive,67,11,6,3,"00:08:55,701","00:08:58,495"
732,"But I should tell you this, this exact same thing happened to my roommate Denise.",Phoebe,neutral,neutral,67,14,6,3,"00:09:01,666","00:09:06,586"
733,"She moved in with a guy who was secretly married to her and he said he didn?t love her, but he really did, and it just blew up!",Phoebe,anger,negative,67,15,6,3,"00:09:06,754","00:09:12,968"
744,"...Dammit, hire the girl!  Okay, everybody ready?",Director,anger,negative,68,0,1,6,"00:13:34,730","00:13:39,317"
